text	label
جدا اين چند روز كه دانشگاه نداشتيم اعصابم راحت بود و اينكه از فردا بايد اونجا رو تحمل كنم خب يكم ناراحتم ميكنه:(	SAD
" دزدى ميكنن، بچه هاشون اون سر دنيان دارن كيف ميكنن“ شروع تظاهرات در #رشت و فرياد خشم مردم #چالش_دعوت_بە_تظاهرات #تظاهرات_سراسرى #IranRegimeChange	ANGRY
چه روزگار تلخ و سیاهی نان، نیروی شگفت رسالت را مغلوب کرده بود پیغمبران گرسنه و مفلوک از وعدهگاههای الهی گریختند و برههای گمشدهء عیسی دیگر صدای هی هی چوپانی را در بهت دشتها نشنیدند. #فروغ_فرخزاد -آیههای زمینی	SAD
قراره تازه الان بخوابم و ساعت ۳:۳۰ دوباره بیدار شم کارای عقب افتاده رو انجام بدم و واقعاً دلم میخواد گریه کنم :((( حق من نیس که فقط ۳ ساعت بخوابم :(	SAD
اینجانب در شگفت انگیز خریدم ازش راضی هستم ولی سایز محفظه شارژ نسبت به عکس خیلی فرق میکنه و بزرگتره	HAPPY
امیدوارم بعد همین بازی مورینیورو دیگه رو نیمکت من یونایتد نبینم اعصابم خورد شد وقتی بازی سیتی رو دیدم الان این بازی رو میفهمم که امسال هم هیچ شانسی نخواهیم داشت	ANGRY
البته که دوستت دارم احمق جان، ولی آزارت می دهم. دلیلش هم صاف و ساده این است که دوستت دارم. این را می فهمی؟ آدم کسانی را که به آنها بی تفاوت است آزار نمی دهد...! #قهرمانان_و_گورها #ارنستو_ساباتو	OTHER
توی این قیمت خیلی عجیبه این صدا من متعجب شدم ولی حیف که خیلی ضعیفه و هر لحظه ممکنه کنده شه، وگرنه صداش خوبه واقعا!	SURPRISE
بازی dancing line برای موبایل یکی از بهترین بازی هاییه که تاحالا دیدم. موزیک بسیار عالی و هماهنگ با بازی! این قدر موزیکش هماهنگه که اگه حرفه ای بشین، میتونین فقط از رو موزیک و چشم بسته بازی کنین.	HAPPY
خیلی خیلی شیرینه بوش"	HATE
تمامِ کلاسای ۸ صبحی که این هشت ترم فرار کردم ازش این ترم سرم خراب شدن و هرروز ۸ صبح کلاس دارم. سلام بر تمامیِ صبحهای زمستانی با فحش و فضیحت.	ANGRY
سلام چرا وقتي كارت به كارت انجام بدم خطاي سرور ميزنه	OTHER
چقد ازت بدم میاد	HATE
پزشکیان نائب رئیس مجلس گفته: امروز در شعب ابیطالب هستیم و باید سفره مردم و مسئولان یکی باشد! فک کن ما هم سر سفره انقلاب میشینیم، چه پلو چلویی بخوریم یاشایدم اونا میان سر سفره ما	OTHER
مسیح علی نژاد من موافق دولت نیستم ولی از بی حجابی وبرهنگی زنان متنفرم رفتی اون ور آب چی تبلیغ میکنی  از زنان اونجا بپرس ببین با نداشتن حجاب احساس آزادی میکنن	HATE
بر اساس #لایحه_شفافیت: - در صورت صحت گزارش افشاکننده یک فساد اقتصادی، ۲۰% از مالی كه باید از سوی مجرم به دولت بازگردانده شود، به فرد افشاکننده پاداش داده میشود - هیچیک از اعضای خانواده یا اقوام مسئولان دولتی نمیتوانند در سفرهای خارجی آنها را همراهی کنند.  …	OTHER
بچه که بودم همیشه به اون بچه محل هایی که سر شب کسی از خونواده شون نمیومد با داد و بیداد و تهدید ببرتشون خونه، حسودیم میشد. آخه میدونید حال میداد تو اون خلوتی شب با رفیقات بشینی حرف بزنی.	SAD
" ""خوبههنوزم وقتی اعصابم خرده بابا شاه و بابا اتی میبینم …"	ANGRY
تصویری شگفت انگیز از مسابقات لیگ تخت جمشید در سال 1352.(احتمالا در بازی ذوب آهن - پرسپولیس در ورزشگاه باب همایون) . در شرح عکس منتشره نوشته شده:در بین دو نیمه حسین کلانی و اسماعیل حاج رحیمی پور در کنار حوضچه کنار زمین آبی بصورت می زنند. عکس از سایت تخت جمشید	OTHER
و هنوز همونقدر عصبیم میکنه. صبحهایی که میتونستم تو تختم زیر لحاف کیف کنم ولی رفتم اونجا تو اتاقای تنگ و به معنی واقعی کلمه تاریک، اون آزمونای مزخرف رو دادم. با یه سری پشتیبانی که (هیچ قضاوتشون نمیکنم، اونا هم دانشجوهایی بودن مثل الآن خودم و خیلیا و هزاربرابر بدبختتر و	ANGRY
یه کسخلی اومده نشسته تو این کابین خواب مدام با موبایلش حرف میزنه. اعصابم رو کابیده	ANGRY
جای تسویه حساب با مسئولان 22 بهمن نیست #بهمن_تماشایی #۲۲_بهمن	OTHER
لذت بخش ترین تنهایی دنیا را با هر پرواز تجربه میکنم	HAPPY
"براساس گزارش عفو بینالملل به مناسبت ۳۰ سالگی اعدامهای تابستان ۶۷ میرحسین موسوی، نخست وزیر وقت نیز از این اعدامها اطلاع داشته است. عفو بینالملل: مقامات و مسئولان ایران با پنهان نگه داشتن سرنوشت و محل دفن هزاران مخالف و دگراندیش سیاسی ""در حال ارتکاب جنایت علیه بشریت هستند.”"	SAD
بنده تحقیق کردم احتمالاً مهمترین عامل موفقیت مردم #ونزوئلا عدم اعتقاد به نیروی ماورائی و موجود خیالی(امامزمان) برای نجات مردم بود	OTHER
البته چیزی که هست اینه که من اینجور سریال ها رو میذارم پخش بشن کارهامو انجام بدم این علاوه بر دیالوگ هاش حالت صورت و اداهاشون هم خنده داره باید نگاه کنیش	HAPPY
سلام وقتتون بخیر..برای عید نوروز میتونین از جعبه های فانتزی و زیبای ما برای تبلیغات استفاده کنید با لوگوی بیمه و شماره خودتون??دایرکت پیام بذارید تا بیشتر توضیح بدم	OTHER
افشاگری کیهان: - هلند رسماً ایران را به ترور احمد نیسی و محمدرضا کلاهی متهم کرده - طرفین برای حفظ برجام فعلاً سکوت کردهاند. - سازمان امنیت هلند سوم خرداد سفیر ایران را احضار و دو نفر را عنصر نامطلوب معرفی کرد. - دو مامور ایرانی بر اساس ضرب الاجل 17 خرداد خاک هلند را ترک کردند.	OTHER
راستی اگر در مسلمانها ترس از آتش جهنم و وسوسه و حسرت رسیدن به حوریان بهشتی نبود,چه انگیزه ای وجود داشت کسی مسلمان شود؟	OTHER
عکس هایت را بردی خنده ات را بردی نگاهت را چمدانت را که میبستی همه چیز را بردی فقط انگار حواست نبود مرا جاگذاشتی درون خودم سعید تقوی	SAD
اینقدر اعصابم خورده که حتی اینکه ۵ روز زودتر حقوق دادن هم خوشحالم نکرد.	ANGRY
سلام.یه هندزفری اورجینال و بسیار باکیفیت هست فقط یه نکته که با گوشی من که سامسونگ بود ناسازگاری کرد ولی به آیفون و هوآوی که می زنم عجب کیفیتی داره یعنی فوق العادس.تو خریدش شک نکنید	HAPPY
دین عشق را فقط لایق یک موهوم که هرگز حاصل نشود میداند، راهی پیش پایمان گذاشته که مقصدش فقط نرسیدن است. اگر ببیند که عاشق کسی شدهای برای اینکه باز بردهات کند اول شیرت هم میکند، میگوید آفرین..#علی_عبدالرضایی_لیدری_ضدلیدر #پارتیزان_ایرانارشیست #چالش_دعوت_به_عملیات	OTHER
از دردو دل بدم میاد وقتی همه فقط شنونده هستن و تازه از حرفات خنجر میسازن و بعدا سرکوفت میزنن یا برعلیه خودت استفاده میکنن.	HATE
همون روز اولی که دستم رسید سیمش اتصالی داشت وخود به خود خاموش میشه اصلا راضی نبودم دکمه روشن خاموشش هم خیلی جای بدی قرار داده شده واقعا نسبت به قیمتش حتی توی شگفت انگیز هم نمی ارزه	SAD
یکی هم نوشته به مادرش در ۱۴ سالگی تجاوز شده، اما پدر ِ مادرش (یعنی پدر بزرگش) آدم متجاوز رو پیدا کرده و کشته و در نتیجه زندانی شده، که الان مُرده.	OTHER
الان فقط فيلم تجاوز گروهي پرسپوليسيا به طارمي ارومم ميكنه	ANGRY
چندی پیش در بندرعباس هم یک کودک ۸-۹ ساله افغان که زبالهگرد بود، سطل بزرگ فلزی به علت خراب بودن چرخاش رویش افتاد و جان باخت. خانوادهی مظلومش از ترس اینکه اقامت نصفهونیمهشان به خطر بیفتد حتی جرات پیگیری هم نکردند. دریغا …	SAD
چهار سالم بود اول برای برادرم تولد گرفتن. منم تا روز تولدم ناراحت بودم. فکر میکردم برام تولد نمیگیرن. شب تولدم گریه کنان گفتم من تولد میخوام. حالا بیش از بیست ساله هر سال یادآوری میکنن که نتونست تا روز تولدش طاقت بیاره. بیست ساله قبل از تولدم برام تولد میگیرن.:))	OTHER
عمر بدخواهامون زیاد تا بتونن موفقیت هامون رو ببینن	HAPPY
عجب خوابی دیدم. توی ساختمان چند طبقه ای بودیم با معماری خوب ولی دیوارهای کثیف. خواب دیدم دو تا از دوستانم دست به کار شدند و روی دیوارها طرح زدند که نقاشیشان کنیم. طرح ها بی نظیر و من از شوق این کار هیجان زده بودم. الان ناراحتم که چرا خواب بود .	SAD
عجب عمرا تموم شد چه دور از هم حروم شد چه خاطرات شیرینی ،که موند و ناتموم شد	SAD
دارم سعی میکنم به خاطر کار زیاد به بدقولی عادت نکنم، امروزم برخلاف میلم موندم خونه که کارهایی که قولشو داده بودم رو انجام بدم.	OTHER
این جمله در نگاه اول برای من بسیار بسیار غلط و دروغی بزرگ بود. تعجب کردم محمدرضا شعبانعلی نقلش میکنه. نیمساعت فکر کردم. شروع کردم به ستودن هر کسی که اولین بار این موضوع را فهمیده. خواهشا نیمساعت به آن فکر کنید و احتمالا شما هم از عمق نگاه آن شخص حیرت خواهید کرد. …	SURPRISE
افرادی که نمیتونن اعتراض کنن (کودکان منظورمه) در آینده بیشتر آسیب میبینن...	SAD
خــبــر فــوری: مرضیه هاشمی وارد تهران شد مرضیه هاشمی، خبرنگار پرس تی وی که توسط دولت آمریکا بازداشت شده بود دقایقی پیش به کشور بازگشت و مورد استقبال مردم، مسئولان و فعالان رسانهای قرار گرفت.	OTHER
کنارم شاد نیست هیچوقت بلد نبودم چجوری شادش کنم...	SAD
" ""من ده روز هست اوردم خیلی خوب بود هم برای موی سر هم برای صورتوقتی به اندازه کافی از عمرت گذشت... اگه همونجا دیدی دچار حسرت عمیقی هستی... تبریک میگم! اولین روز جهنم برات شروع شده!"	SAD
 دمت گرم مشتی مرامتو عشقه امثال شما به همچی خندیدن که ما به اینجا رسیدیم وضعیت خودتم همین بود این حرفو میزدی ؟؟؟	ANGRY
یه دوست بیشعورم داریم امروز عکس صورت کبود شدشو واسمون فرستاد و گفت دوست پسرش کتکش زده،ما داشتیم گریه می کردیم دنبال تلافی بودیم به شخصه دنبال یکی بودم بره پسررو کتک بزنه که فهمیدیم ایسگامونو گرفته:|حالا اشاره مستقیم نمی کنم ولی هنوز اعصابم خورده:|	ANGRY
...ساعت پرید پرده به همراه باد رفت او را فشرده بودم در هاله ی حریق می خواستم بگویم اما شگفت را انبوه سایه گستر مژگانش چون ریشه های پرده ی ابریشم جاری شدند از بُن تاریکی در امتداد آن کشاله ی طولانی طلب و آن تشنج، آن تشنج مرگ آلود تا انتهای گمشده ی من..! #فروغ_فرخزاد	SAD
"مثلا وقتی میخواسم گوشی و از تو جیبم در بیارم به سختی در میومد و میچسبید"""	SAD
 من به کارت صدا creative xfi platinum  وصل کردم وحشتناک بوداومدم کلاس دیدم زنگ تفریح نرفتن، دارن کلاس رو تمیز میکنن پ.ن:بازم برید از بچه های ژاپن تعریف کنید	HAPPY
بسمی تعالی اینجانب از طرف همه ی عمه های بسیااار مهربان و دلسوز اعتراض خودم رو نسبت به سریال شبکه ی سه که نقش یک عمه را به فردی احساسی و بدون منطق تقلیل داده است اعلام میدارم. والسلام علیکم ورحمه الله و برکاتُه	OTHER
دوران چوپونی بنده((((((: اخ عجب زندگی صفا داره اینجوری	HAPPY
روحش شاد و یادش گرامی باد	SAD
پیشرفت مبهوت کننده #تکنولوژی گوشی های تلفن آینده که مانند یک تکه کاغذ در جیب جا میشوند!	SURPRISE
دوستان عزیز از ابتدای سال 1397 هرشب ساعت 22 الی 24 در خدمتتونم تا از طریق دایرکت به سوالای حقوقیتون پاسخ بدم، از اون جایی که حجم سوالاتون الانش هم زیاده -که باعث افتخاره- اگه یه وقت دیر جواب میگیرین پیشاپیش عذر منو بپذیرین، اُمیدوارم یه روزی همتون وکیلِ خودتون باشین #تعارفات_الکی	OTHER
دو طیف هستن که سخت مشغول تخریب جو توییترن: 1- سایبری های ج.ا. که به خاطر ترس از قدرت سیاسی توییتر و ترس از آگاهی و حرکتهای مردمی، هرکاری می کنن که اینجا هم بشه اینستا 2- یه سری آدم با عقده حقارت که با پرسیدن سوالای بی معنی و پوچ فقط دنبال فیواستار شدنن	FEAR
از باغ با حال خوش ما رو کشوندن بریم سینما گرگ بازی بینیم.الانم بعد از خیلی سال گیر دادن دوباره مافیا بازی کنیم.با دوست دختر این دوستمون که این دو تا پیشنهاد و داد یه دوره کوتاهی ... هیچ کسم نمی دونه.عجب...	SURPRISE
بالاترین درجه افسران جنگ نرم همین فوتبالیست هامان هستند که روحیه امید و شادی و وحدت را در بین ملت تقویت میکنند.	HAPPY
خدا به بعضیا همه چی باهم داده طرف با 29 سال سن هم مشاور برنامه های موفقیت صداو سیماست معروفه هم پولداره هم خوشکله هم قد بلند هم فوق العاده خوش لباس هم صداش قشنگه هم شغل و درامد توپ داره فقط سیکس پک نداشت یه کم ایربگ داشت اینم عمدا گذاشته ملت نگن خدا پارتی بازی کرده	OTHER
قبلهعالم مبهوت و سرگشته در ایوان به ماه گاززده خیره مانده در دل میخوانند: بسوجم ارنه کارم را بساجی...	OTHER
"اینحس که صاحبان حکومت هم دست از کار کشیدند،""ترسناک"" است. نظم بد، بسیار بهتر از بی نظمی است. ممکن است وضعیت اکنون آرمانمننباشد ولی از بین رفتن وضع کنونی به تنهایی مرا به سمت آرمانم نمی برد. اینمسیر، مقصد ندارد، راهش به سمت فقر، تجزیه و آنارشی منتهی است. #من_ترسیده_ام"	FEAR
"من از لوستر برنزی کد 2637 خوشم اومده و میخوام این کار سفارش بدم فقط یک مساله ی هست اینکه امکانش هست این کار از نزدیک دید حضوری خرید کرد ممنون میشم راهنماییم کنید"""	OTHER
زیر بارند درختان که تعلق دارند ای خوشا سرو که از بار غم آزاد آمد #حافظ امروز جون میده واسه سرو بودن	HAPPY
عجب دولت اسلامی هستش مگه سود حرام نیست ؟	SURPRISE
گفتم که داستان من کیس خاص نیست. چون تازه اومدیم تو این شهر، چون همه چیمون باهم جفت و جوره، چون من از هر حرکتش، حرفش لذت میبردم، سخته تحمل نداشتنش تو زندگیم. اون دوتا هم کفتن گه نخور، که خب منطقی بود.	HAPPY
نگران بودی ، یک مصرع غمگین بشوم زندگی لج کند و پیرتر از این بشوم نگران بودی اندوه تو خاکم بکند نگران بودی سیگار هلاکم بکند	SAD
در باره عكس نيروي هوايي با آيت الله علم الهدى توضيحي نوشته و در كانال morzaeri منتشر كردم. چون متن قابل تلخيص نيست نمي توانم اينجا بازنشر كنم. اگر از كساني هستيد كه نخوانده اظهار نظر مي كنند و بي خبر درود مي فرستند يا ناسزا مي گويند كه هيچ! اما اگر اهل خواندن هستيد لطفا بخوانيد	OTHER
یه کلمه دیگه یکی باهام حرف بزنه وحشی میشم	ANGRY
حیوون خونگی بجز گربه و سگ چی خوبه؟ مو نداشته باشه، کلا از مو بدم میاد	HATE
خیلی سعی میکنم چس ناله و بدبختی گیر بیارم فیو استار دراد، ولی ناموسا هیچی پیدا نمیشه تو زندگیم:)))))) یه خوشبخت بیشعور میباشم	HAPPY
آقا من تو پاییز نباید سرما بخورم، سرما بخورم نه باید مریض بمونم عصبیم الان از اوناس که تا آخر زمستون سرفه میکنم.	ANGRY
عجب بارونی داره میاد برم توی آلاچیق یه آتیش برپاکنم کمی دودبره حلقم ازبوی دود و چوب مست کنم	SURPRISE
حواست هست به موهای سفیدِ سَرَم... چقد امسال از گذشته ، شکسته ترم... نوکرت داره پیر میشه... دوستت دارم ارباب #فاطمیه	SAD
همین خودِ ما که پشت خودمان پنهان شدهایم، باید بیش از همه وحشتزدهمان کند؛ زیرا قاتلی که در خانهمان پنهان شده، آن چنان وحشتناک نیست. Emily Dickinson	FEAR
 یه ویبره ملایمه ک ب هیچ وجه آرایش های حتی معمولی رو هم پاک نمیکنهدر ژانویه 2017 پس از تحلیف ترامپ مردم آمریکا در اعتراض به ماهیت ضد زن ترامپ راهپیمایی کردند امروز زنان دمکرات کنگره در اعتراض به همین سیاست ترامپ به نشانه اعتراض سفید پوشیدند چند روز پیش مسیح علینژاد برای دفاع از حقوق زنان از این دولت یاری طلبید. #کپی	OTHER
خب این خانومم مشکلش همین ه  کسی نگا ش نمیکنه فک میکنه اگ  س ک ۳ بشع  بهتر نگاش نیکنن در صورتی ک زشت ترین  منظر در بین موجودات  منظر  لخت انسان ه  ک حیونای دیگه هم از اون فرار میکنن ???	OTHER
درون هر کدام از ما انسانها ، دو گرگ در حال جنگ هستند .. اولی گرگ بد : خشم ، حسادت ، طمع ، دروغ ، پستی و خودخواهی .... دومی گرگ شادی : صلح ، عشق ، امید ، فروتنی ، مهربانی ، یکدلی ، حقیقت! کدوم برنده ست؟! اونی که بهش غذا میدی ضرب المثل بومیان آمریکا (سرخپوستان)	OTHER
وقتی زمین میخوری و کسیتو رو نمیبینه اونقد شاد میشی که دردش فراموشت میشه..	HAPPY
 لازم نکرده روزی چند میلیون بدین. خر خودتونین. جایزه سری قبلی بیست و خوردی ماهی بیشتر نمیشد. حالا هر چند روز میگین جایزه میدین ولی کسی قرعه کشی نمیبینه. دزدی شاخ و دم نداره. اگه کلیدر کار نیست پخش زنده بگذارین	ANGRY
هروقت من اعصابم تخمیه همه شاد و شنگولن	ANGRY
یکی از ابزاری که باعث میشود /نتوانیم تصمیم درست اتخاذ کنیم ،عصبانیت هست و زمانی که عصبانیت بر ما حکمفرما شد ،نمی توانیم از پون حق انتخاب صحیح بهره ببریم / مراقب همدیگه باشیم ،حداقل همدیگرو ناراحت نکنیم .. ما در یک سنگر هستیم ولی با زوایای دید متفاوت . #فرقه_تبهکار	ANGRY
#کارلوس_پویول خودش یک رسانهست با کلی هوادار. مسئولان بیشعورِ ما از سیاه نمایی غربیا علیه ایران مینالن ولی همچین پتانسیل مثبتی رو دارن براحتی نابود میکنن. انتظار دارید پویول فردا بره اسپانیا از امنیت ایران تعریف کنه یا از حماقت شماها؟! خدایا انقلاب رو از دست این احشام نجات بده!	ANGRY
باز مي گويمت تنها اراده توست كه در ميانه اين جنگ نابرابر تو را از ورطه خواهد رهانيد. #باز_می_گويمت	OTHER
من یه تئوری دارم که سعی میکنم با اون زندگی کنم: من به مسئولان و مدیران کشورم(در این نظام و نظامهای قبلی) و کشورهای دیگه توهین نمیکنم، من سعی میکنم در حد توان، ایران و جهان را برام خودم، اطرافیانم و جامعه، جای بهتری برای زندگی کنم	OTHER
سراسر شهر را از بَنِرهای با تصویر رهبر و جمله چهل سال عزت و سربلندی پُر کرده اند و مردم را از ساعت ۵ صبح با کارت ملی برای دریافت ۱/۵ کیلو گوشت، به صف می کنند. عجب عزتی!!!!!	SURPRISE
بعد از قالیباف، از این عطرای سردردی متنفرم.	HATE
انقد که از خنگ بودن آدما عصبی میشم، میترسم خدا() بچههای خنگی نصیبم کنه.	FEAR
از اینایی که میان تو برنده باش از گزینه ی کمکی استفاده نمیکنن متنفرم	HATE
زندگیه دیگه.. توش نیمه شبایی هم پیدا می شن که پرن از صدای خنده های تو.. خنده هایی که کرسنت رو بر می دارن.. #تابادچنین_بادا	HAPPY
چقد اعصابم خورده خدااا	ANGRY
"فقط برای اینکه مو از حالت وز و فر دربیاد خوبه انتظار اتومو یا سشوار رو ازش نداشته باشید"""	OTHER
" اصلاً صورتو تمیز نمیکنهروحانی درمجلس تلاش کرد به سایر مسئولان بفهماند ""اگر مسئولان حکومتی با همباشند از مردم هیچ کاری ساخته نیست. کاخ سفید هم بناچاربا نظام کنار می آید"". اما رهبر از طریق نمایندگان مجلس به او پیام داد:""راهی جز بودن با مننداری. چون قبلا مردم را از دست داده ای:"" باش تا صبح دولتت بدمد"	OTHER
فرض کنید برانکو با پرسپولیس قهرمان آسیا شد و قبلا به عنوان بازیکن هم با پرسپولیس قهرمان آسیا شده بود و تو اوج دوران موفقیت با تیم ملی، باشگاه رو انتخاب میکرد حالا ۷ قهرمانی داخلی رو هم در نظر نگیریم، تازه در این شرایط جایگاهش نزدیک منصور پورحیدری میشه	OTHER
یه صبح پرانرژی میتونه تا آخر اون روز رو برات عالی رقم بزنه #پرانرژی #روز #موفقیت	HAPPY
روحشون شاد و یادشان گرامیباد????	SAD
امروز بدستم رسید ولی  گوشی روش نصب نمیشه. کاش ذکر میکردید که برای استفاده، نیاز به خرید قطعه ی دیگری هم هست. الان من به خاطر خرید یه قطعه ی دیگه باید یه هزینه ی ارسال بدم و یه روز هم خونه بمونم برای تحویل.	SAD
شما شخصیت واقعیت به اندازه کافی ترسناک و هالووین طور هست حالا نیازی به گریم چهره نداری	FEAR
زادروز «محسن چاوشی» عزیز مبارک آرزوی سلامتی برایشان داریم و امیدواریم با اجرا زنده، دل هوادارانشون رو هم شاد کن…	HAPPY
در جلسه امروز مجلس، لاریجانی به نقل از گزارش وزیر ارتباطات به شورای عالی امنیت گفت چند روز که تلگرام فیلتر بود بیش از ۳۰ میلیون نفر از فیلترشکن استفاده کردند. یکی از نمایندگان هم علت عدم اقبال مردم به پیام رسان های داخلی را عدم اعتماد آنها به حفظ اطلاعات خصوصی کاربران دانست.	OTHER
از اون روزاس که نمیخوام با کسی حرف بزنم و فقط آهنگ گوش بدم.	SAD
سلام چرا اینقدر سرویس کارت به کارت ارور میده هیچ وقت من نتونستم انجام بدم کارامو با اپلیکشین خعلی کنده????	SAD
جوابتون رو اونجا نمیتونم بدم مهندسین. هرچی هست رو یه جا بگید خلاصه :))	OTHER
اعصابم از دست خودم خورده حتی جزوه های خودمو هم نمیتونم بخونم تو امتحانات هم استاد همیشه بهم میرینه که بد مینویسم یعنی در حال حاضر مهم ترین کار زندگیم همین درس خوندنه که اونم بلد نیستم واقعا استرس مضاعف میده	ANGRY
حیف که نمیخوام فحش بدم ، حیف ???	ANGRY
این لیست خود شاخ پندارو بلاک کنید ریپورت کنید  …	OTHER
اصلا از صبح زود بیدار شدن جمعه ناراحت نیستم چون صبونه رو میزنی و بی عذاب وجدان میری واسه راند بعدی خواب.	HAPPY
وقتی گفت هرگز امام این مزخرفاتو نگفته رامبد یه تکونی خورد انگار داشت از سرش شاخ میزد بیرون با خودش گفت ایییین دیگه کیییییه ؟؟؟؟؟؟	SURPRISE
پاسخ رهبری به انتقاد دانشجویان اصولگرا	OTHER
اگه یه رفیقم بعد از مدت طولانی بهم پیام داد و حالمو پرسید و همزمان درخواستی داشت,درکش میکنم.. ما افراد بالغ با مشغله های خودمون هستیم و لازم نیست همش از حال هم باخبر باشیم.. اگه زمانی به کمک نیاز داشت خوشحال میشم براش کاری بکنم.	HAPPY
" ""نیاز به توضیح نیست که وقتی کالای اصلی با برند سونی میخرید باید لم بدید و از کیفیتش لذت ببریدیکشنبه های ترسناک کرمانشاه تاریخ، مکان و زمان زلزله های بزرگ استان کرمانشاه یکشنبه ۲۱ آبان ۹۶ زلزله ۷.۳ یکشنبه ۳۱ تیر ۹۷ زلزله ۵.۹ یکشنبه ۴ شهریور ۹۷ زلزله ۶.۲ یکشنبه ۴ آذر ۹۷ زلزله ۶.۴ یکشنبه ۱۶ دی ۹۷ زلزه ۵.۹"	FEAR
یه سانتر عالی که به زودی ترامپ گلش میکنه. قیمت ۶ رقمی برای #دلار به زودی	OTHER
امروز به یه مدل جدید تپسی برخوردم ، کلی منتظر موندم اومد تا نشستم گفت یا تغییرش بده نقدی پرداخت کن یا سفر و لغو کن! کلاس داشتم واقعا دیرم شده قبول کردم نقدی پرداخت کنم ولی بره دم عابربانک تا پول بگیرم ولی به شدت اعصابم خورد شد! میگه حتی تپسی شماره کارتمم نداره وتصفیه روزانه دروغه	ANGRY
یعنی ادم هر چی باشه حسود و بی ادب نباشه! شما در حدی نیستی که استاد #رائفی_پور و نقد کنی و ب ما تنگ فرقه بزنی! چکار کرده استاد ک انقد سوختی؟!	ANGRY
انتقال پرونده #پروین_محمدی به دادگاه در پی اعتراض به صدور قرار #بازداشت یک ماهه …	OTHER
از یک سنی به بعد همه ی ترسهای گذشته در کنار ترسهای تازه قرار میگیرن،همه باهم به سمتِ آینده حرکت میکنن و انگار هیچ اراده و قدرتی توانِ توقف این مجموعه ی ترسناک رو نداره. بزرگ شدن اونی نبود که فکر میکردیم.	FEAR
من از هیچکس بیشتر از چند روز متنفر نبودم	HATE
"با یکم حوصله خودت میتونی بدوزیش"""	OTHER
چرا اساتید وقتی کلاسی رو کنسل میکنن جلسه بعد بابتش عذر خواهی میکنن؟! یعنی واقعا دانشجویی وجود داره که از کنسل شدن کلاسی ناراحت بشه؟؟!!	SURPRISE
لعنت به آزادی بیان غربی لعنت به جک دورسی لعنت به توییتر توییتر اکانت ژان والژان با نوزده کا فالور روبست!	HATE
هفت راهكار پيشگيرى آزار كودكان: تصويب قوانين پيشگيرانه تغيير معيارهاى فرهنگى ترويج كننده خشونت محيط امن و قابل زندگى مراقبت و حمايت از خانواده و سرپرستان كودك بهبود وضعيت اقتصادى ايجاد انجمن ها و سازمان هاى حمايتگر آموزش مهارت زندگى #آزار_بس	OTHER
تو کتاب خشم و هیاهو یه اتفاقه عجیب میوفته دختره نامشروع حاملس برادرش بهش میگه اگ میخوای من زنا با محارم رو گردن میگیرم و خودم و تو و اون بچه میذاریم میریم از اینجا قلم این بشر کوه هارو جابه جا میکنه #ویلیان_فاکنر	SURPRISE
کلا از فیلم های ژانر وحشت خوشم نمیاد ولی این #Hereditary چیز دیگه ای بود فیلمی با اتمسفر سنگین، کارگردانی عالی و داستانی متوسط ولی امکان نداره بعد از دیدنش بهش فکر نکنی	HAPPY
اندکی صبر سحر نزدیک است،،قلبم از دیدن این صحنه های وحشتناک مچاله شد?	SAD
فرزانه و عطاءالله، خواهر و برادری که در یکروز به دنیا آمدند، با هم قد کشیدند، یکجا مکتب رفتند و بالاخره با هم در یکروز در مركز آموزشي موعود در هنگام آموزش قرباني جهل و خشونت شدند. روحتان شاد!	SAD
۱۲ سال از رفتن به مدرسه متنفر بودم و حالا هم از دانشگاه متنفرم. در واقع از انجام هر کار روتینی متنفرم. کاش کسی درک میکرد. (نوشته شده در کلاس اصول مدیریت مالی-۸صبح)	HATE
اتفاقا من هنوز به چیزای کوچیک توجه میکنم هنوز خوشحالم میکنن هنوز حواسم هست هنوز با یکم بالا پایین احساسات مختلف توم تریگر میشن و این ایستایی برام خوب موندنه حتی اگه از نظر بقیه نامطلوب باشه	HAPPY
ناموسن چطوري ميتونين نِرد نباشين و لذت گم شدن تو دنياهاي افسانه ايِ هري پاتر و ارباب حلقه ها و جنگ ستارگانُ هيچ وخ نچشين؟؟	SURPRISE
" ""این کالا رو پیشنهاد نمیکنمشرکت متخصص داخلی آورده که بچهها رو معاینه کنه، برم بهش بگم سر فلان چیز اعصابم خورده و یچی بده بی خیال شم"	ANGRY
امروز دوباره بهم یادآوری شد که چقد از دخترا بدم میاد البته منظورم جمع دخترونه ست اونم وقتی که نزدیک باشن و صدا و حرفاشون رو مخت باشه (نکته: خودم تو جمع نیستم)	HATE
دلتنگش که میشوم از هریک از کوچه های خیالم به پیشوازش میروم تا شاید در یکی ازین کوچه ها خنده هایش را به یاد اورم . #ریبواری_غه_ریب	SAD
بعد از ۱ سال دوندگی در وزارت کشور، وزارت ارتباطات، وزارت ارشاد و سازمان ثبت قوه قضائیه بالاخره موفق به ثبت انجمن ملی نرمافزارهای آزاد/متن باز شدیم. به امید موفقیت این انجمن	HAPPY
خیلی کم پیش میاد من تو خواب حرفی بزنم ولی دیشب مثل اینکه با عصبانیت میگفتم خاک بر سرتون با این دینداریتون. مثل اینکه هرچقدر هم که میخوام بیخیال باشم و اعصابم رو درگیر نکنم، ناخودآگاهم داره حرص میخوره.	ANGRY
